-0.034898,0.042384
-0.034515,0.007928
-0.034515,0.001033
-0.034515,0.000135
-0.034515,0.000018
-0.034515,0.000002
-0.034515,0
-0.034131,0.001339
-0.034131,0.000174
-0.034131,0.000023
-0.034131,0.000003
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.033748,0.001598
-0.033748,0.000208
-0.034131,-0.002977
-0.034131,-0.000388
-0.034131,-0.000051
-0.034131,-0.000007
-0.034131,-0.000001
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
-0.034131,0
1.100631,5.92707
1.358724,2.685708
1.479524,1.196581
1.51634,0.417424
1.533981,0.183413
1.541267,0.081608
1.545486,0.049654
1.54702,0.031445
1.546253,0.001807
1.546253,0.000235
1.546253,0.000031
1.546253,0.000004
1.546253,0.000001
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546253,0
1.546636,0.001314
1.546636,-0.000291
1.546636,-0.000038
1.546636,-0.000005
1.546636,-0.000001
1.546636,0
1.546636,0
1.546636,0
1.546636,0
1.546636,0
1.546636,0
1.546636,0
1.546636,0
1.546636,0
1.546636,0
1.546636,0
1.546636,0
2.30519,10.572956
2.793762,4.856871
2.98551,2.13687
3.075631,0.798489
3.092889,0.215972
3.099792,0.07425
3.102093,0.026352
3.103243,0.013016
3.103627,0.004051
3.103627,0.000528
3.10401,0.001239
3.10401,0.000161
3.10401,0.000021
3.10401,0.000003
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.10401,0
3.104394,0.001072
3.104394,0.000137
3.104394,0.000017
3.104394,0.000002
3.104394,0
3.104394,0
3.10401,-0.005789
3.104394,0.000381
3.104394,0.00005
3.104394,0.000006
3.104394,0.000001
3.104394,0
3.104394,0
3.104394,0
3.104394,0
3.104394,0
3.104394,0
3.104394,0
3.104394,0
4.056612,9.024751
4.411729,3.73131
4.584685,1.823299
4.644894,0.677097
4.669821,0.270103
4.680943,0.124378
4.685161,0.043775
4.687462,0.024641
4.688229,0.01639
4.688229,0.002135
4.688996,0.007511
4.689379,0.004736
4.689379,0.000617
4.689379,0.000079
4.689763,0.002891
4.689763,0.000377
4.689763,0.000049
4.689763,0.000006
4.689763,0.000001
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
4.689763,0
1.509437,-21.562078
0.661146,-9.05145
0.288388,-4.101018
0.134607,-1.719227
0.064044,-0.745533
0.025694,-0.456813
-0.001918,-0.228186
-0.008821,-0.07863
-0.011122,-0.024626
-0.012272,-0.009798
-0.012656,-0.002464
-0.012656,-0.000321
-0.012656,-0.000042
-0.012656,-0.000005
-0.012656,-0.000001
-0.012656,0
-0.013039,-0.004872
-0.013039,-0.000635
-0.013039,-0.000083
-0.013039,-0.000011
-0.013039,-0.000001
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
-0.013039,0
0.225879,4.253968
0.570641,2.716571
0.69451,1.264697
0.746665,0.611355
0.762772,0.175627
0.768524,0.068603
0.768908,0.013252
0.768908,0.001727
0.768908,0.000225
0.768908,0.000029
0.768908,0.000004
0.769291,0.00555
0.769291,0.000723
0.769291,0.000094
0.769291,0.000012
0.769291,0.000002
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769291,0
0.769675,0.002813
0.769675,0.000367
0.769675,0.000048
0.769675,0.000006
0.769675,0.000001
0.769675,0
0.769675,0
0.769675,0
0.769675,0
0.769675,0
0.769675,0
0.769675,0
0.769675,0
0.769675,0
0.769675,0
0.769675,0
0.769675,0
2.824442,29.653873
4.302816,14.074607
4.850064,5.785581
5.102787,2.704094
5.202496,1.129146
5.245064,0.453343
5.258486,0.157458
5.263855,0.064316
5.265772,0.027344
5.267306,0.019947
5.26884,0.016286
5.269224,0.005271
5.269224,0.000687
5.269608,0.00765
5.269608,0.000997
5.269608,0.00013
5.269608,0.000017
5.269608,0.000002
5.269608,0
5.269991,0.004005
5.269991,0.000512
5.269991,0.000067
5.269991,0.000009
5.269991,0.000001
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
5.269991,0
4.636457,-5.867354
4.398306,-2.544281
4.302049,-0.978558
4.248743,-0.595515
4.204258,-0.334586
4.198505,-0.08447
4.197739,-0.018495
4.197739,-0.00241
4.197739,-0.000314
4.197739,-0.000041
4.197739,-0.000005
4.197739,-0.000001
4.197739,0
4.197739,0
4.197739,0
4.197739,0
4.197739,0
4.197739,0
4.197739,0
4.197355,-0.002329
4.197355,-0.000297
4.197355,-0.000039
4.197355,-0.000005
4.197355,-0.000001
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
4.197355,0
1.340316,-18.806602
0.58483,-7.991603
0.258092,-3.582733
0.120034,-1.542422
0.058291,-0.671378
0.011121,-0.562144
-0.004219,-0.196485
-0.009971,-0.065523
-0.012272,-0.024151
-0.013039,-0.007544
-0.013422,-0.005636
-0.013422,-0.000734
-0.013806,-0.00211
-0.013806,-0.000275
-0.013806,-0.000036
-0.013806,-0.000005
-0.013806,-0.000001
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.013806,0
-0.01419,-0.001256
-0.01419,-0.000164
-0.01419,-0.000021
-0.01419,-0.000003
-0.01419,0
-0.01419,0
-0.01419,0
-0.01419,0
-0.01419,0
-0.01419,0
-0.01419,0
-0.01419,0
0.928058,16.849159
11.894871,95.922714
23.069538,106.542793
28.04884,48.800529
29.961714,20.592169
30.788145,8.786792
31.134441,3.644217
31.313534,1.950717
31.359554,0.563493
31.369524,0.145598
31.372593,0.035504
31.374126,0.014509
31.37451,0.008322
31.37451,0.001084
31.37451,0.000141
31.374893,0.004561
31.375277,0.005634
31.375277,0.000734
31.37566,0.00366
31.37566,0.000477
31.37566,0.000062
31.37566,0.000008
31.37566,0.000001
31.37566,-0.003607
31.37566,-0.00047
31.37566,-0.000061
31.376043,0.001286
31.376043,0.000164
31.376043,0.000021
31.376043,0.000003
31.376043,0
31.376043,0
31.37566,-0.00137
31.376043,0.001178
31.376043,0.00015
31.376043,0.00002
31.376043,0.000003
31.37566,-0.007382
31.376043,0.002323
31.376043,0.000303
31.376043,0.000039
31.376043,0.000005
31.37566,-0.004852
31.376043,0.007136
31.376043,0.000911
31.376043,0.000116
31.376043,0.000015
31.376043,0.000364
31.376043,0.000047
28.747568,-40.742092
17.381536,-101.309677
6.86188,-96.572952
2.896156,-41.684448
1.245592,-17.384621
0.532291,-7.720135
0.243519,-3.261138
0.111214,-1.446778
0.05484,-0.606225
0.009204,-0.474911
-0.00767,-0.186462
-0.011505,-0.052189
-0.013806,-0.02738
-0.01419,-0.007522
-0.014956,-0.014666
-0.014956,-0.001911
-0.014956,-0.000249
-0.014956,-0.000032
-0.014956,-0.000004
-0.014956,-0.000001
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.014956,0
-0.01534,-0.00349
-0.015724,-0.007237
-0.01649,-0.003401
-0.016874,-0.004773
-0.016874,-0.000622
-0.016874,-0.000081
-0.016874,-0.000011
-0.016874,-0.000001
-0.016874,0
-0.016874,0
-0.016874,0
-0.016874,0
-0.016874,0
-0.016874,0
-0.016874,0
-0.016874,0
-0.016874,0
-0.016874,0
-0.016874,0
-0.016874,0
-0.016874,0
